state,fips,state_abb,year,secondary,adj_primary,adj_secondary_primary,primary,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
arkansas,5,AR,1992,1,0,0,0,1.776,41.852001,16.007225,.95733243,16438,35.999882,18.7,18.7,AR,588,523,65,15048,8033,23081,22.65933,2.8161693,1,0,1,0,0,1501480,69471,7691,,0,7,851013,5585,644882,1501480,13905,110.6505,12.249903,2.7730403,-.043604579,9.7073507,3.5835156,2.9285235,.57436365,3.7341397,1.9459101,9.6190004,8.991313,2.505518,4.7063766,.02265933,.0028161693,-3.7871835,-5.8723779
california,6,CA,1992,1,0,0,0,4.7810001,55.598,7.7308679,27.188387,22678,33.064659,16,16,CA,4192,3302,890,52197,210351,262548,12.576748,3.3898563,1,0,1,1,0,22202300,88392,79986,,0,9.35,14545660,40835,7615805,22202300,623046,181.85257,164.55856,2.0452211,3.3027899,10.029151,3.4984651,2.7725887,1.5646497,4.018147,2.2353764,10.862781,12.256533,5.1032667,5.2031965,.012576748,.0033898563,-4.3759055,-5.6869678
colorado,8,CO,1992,1,0,0,0,1.74,53.799,4.2309666,13.490396,21625,33.623627,20.5,22,CO,522,452,70,12574,18234,30808,14.671514,2.2721372,1,0,1,0,0,2915285,65266,12777,,0,6.091666666666668,1755696,5517,1154072,2915285,88872,137.41066,26.900621,1.4424305,2.6019781,9.9816055,3.515229,3.0910425,.5538851,3.9852548,1.8069217,9.4393864,9.8110428,3.2921493,4.9229741,.014671514,.0022721372,-4.2218475,-6.0870342
connecticut,9,CT,1992,0,1,0,1,2.4289999,45.576,8.982214,7.0455403,28560,36.293034,18,26,CT,296,251,45,6068,20391,26459,9.4863749,1.7007445,0,0,1,0,0,2569164,8784,11496,,0,7.333333333333335,1992134,8346,568684,2569164,49667,173.28932,226.79121,2.1952465,1.9523948,10.259763,3.5916259,3.2580965,.8874796,3.8193812,1.9924302,8.710784,9.9228487,5.4240298,5.1549625,.0094863744,.0017007445,-4.6578989,-6.376689
delaware,10,DE,1992,1,0,0,0,2.4160001,42.272999,17.624779,2.6457531,22814,34.940395,19,19,DE,140,120,20,2685,4207,6892,17.411491,2.9019153,0,0,1,0,0,544982,3669,1855,,0,5.225000000000001,376694,2155,166133,544982,9759,203.06953,102.6694,2.8693058,.97295576,10.03513,3.5536437,2.9444389,.88211334,3.7441485,1.6534548,7.8954358,8.3445053,4.6315141,5.3135486,.017411491,.0029019152,-4.0506248,-5.8423843
district of columbia,11,DC,1992,1,0,0,0,13.781,85.741997,66.141762,5.9387679,29067,35.696129,20,20,DC,50,33,17,0,3562,3562,9.2644577,4.7725997,0,0,1,0,0,256406,0,1104,,0,8.583333333333334,217177,2769,36460,256406,1831,196.71829,0,4.1918001,1.7815017,10.277359,3.5750422,2.9957323,2.6232908,4.4513426,2.1498222,0,8.1780777,0,5.2817726,.009264458,.0047725998,-4.6815701,-5.3448639
florida,12,FL,1992,1,0,0,0,4.3010001,71.510002,14.165917,12.871617,20825,38.297832,18.7,11.6,FL,2427,1835,592,35001,84867,119868,15.308506,4.938766,1,0,1,0,0,10232336,62003,48637,,0,8.366666666666667,7194595,38135,2999606,10232336,193739,147.92432,116.03624,2.6508389,2.5550246,9.9439096,3.6453934,2.451005,1.4588475,4.2698374,2.1242557,10.463132,11.348841,4.7539024,4.9967008,.015308506,.0049387659,-4.1793466,-5.3106399
georgia,13,GA,1992,1,0,0,0,3.0610001,56.723,27.492111,2.0528362,19360,33.375607,7.5,7.5,GA,1315,1118,197,32172,45732,77904,14.350996,2.5287533,1,0,1,0,0,5899437,84643,26147,,0,6.583333333333335,3863554,15399,2020484,5899437,80035,147.7628,45.645287,3.313899,.71922237,9.8709641,3.5078254,2.0149031,1.1187418,4.0381799,1.8845412,10.378852,10.730554,3.8209004,4.9956083,.014350996,.0025287534,-4.2439361,-5.9800286
hawaii,15,HI,1992,0,1,0,1,1.4069999,58.535,2.8263104,7.4396715,24542,34.402248,16,16,HI,129,98,31,2148,5918,8066,12.149764,3.843293,0,0,1,0,0,774094,2307,1799,,0,4.141666666666667,529305,4253,240536,774094,22846,294.2218,229.43433,1.0389721,2.0068266,10.108141,3.5381219,2.7725887,.34145975,4.0696249,1.4210982,7.6722922,8.6857538,5.435617,5.6843338,.012149764,.0038432931,-4.4104457,-5.5614257
idaho,16,ID,1992,1,0,0,0,.56800002,37.146999,.38024235,5.6943035,17640,33.531937,21,21,ID,243,231,12,7207,3557,10764,21.460424,1.1148272,1,0,1,0,0,1034290,55274,3314,,0,6.516666666666666,512254,3717,518319,1034290,33475,154.57272,9.26754,-.96694648,1.7394663,9.7779245,3.5124984,3.0445225,-.56563383,3.6148829,1.8743629,8.8828077,8.1766729,2.2265179,5.0406647,.021460425,.0011148271,-3.8415446,-6.7990561
illinois,17,IL,1992,1,0,0,0,4.6100001,47.881001,15.143501,8.6135206,22724,34.84449,21.5,19,IL,1384,1170,214,28254,59388,87642,13.349764,2.4417517,1,0,1,0,0,7981725,104136,32266,,0,7.866666666666666,5895362,16307,2070056,7981725,200904,182.71127,56.612141,2.7175715,2.1533332,10.031177,3.550895,2.9444389,1.5282279,3.8687189,2.0626345,10.24899,10.991847,4.0362234,5.2079072,.013349764,.0024417518,-4.3162565,-6.0150394
indiana,18,IN,1992,1,0,0,0,1.7260001,41.785,8.02843,1.9107604,19411,35.062534,16,15,IN,901,806,95,29252,27820,57072,14.122512,1.664564,1,0,1,0,0,4515850,72945,19109,,0,6.091666666666666,2934903,22451,1558496,4515850,95195,153.58748,40.234463,2.082989,.64750129,9.8735952,3.5571332,2.7080503,.54580665,3.7325375,1.8069217,10.283703,10.23351,3.6947238,5.0342703,.014122512,.001664564,-4.259985,-6.3981919
iowa,19,IA,1992,0,1,0,1,.60000002,36.792,1.8524334,1.2954509,19086,36.432034,22.5,20,IA,437,395,42,15364,8562,23926,16.509237,1.7554126,1,0,1,0,0,2705754,103490,9096,,0,4.483333333333333,1682897,9191,1013666,2705754,157383,185.01506,16.261446,.61650014,.25885883,9.8567104,3.5954485,2.9957323,-.51082557,3.6052804,1.5003668,9.639782,9.055089,2.7887971,5.220437,.016509237,.0017554126,-4.1038351,-6.3450513
kansas,20,KS,1992,1,0,0,0,1.772,48.091,5.9901023,4.1665316,20115,35.182213,20,18,KS,387,364,23,12890,11273,24163,15.064355,.95186853,1,0,1,0,0,1920568,124147,9508,,0,4.566666666666666,1181455,3761,735352,1920568,55749,124.25905,9.5165815,1.7901084,1.427084,9.9092207,3.5605407,2.8903718,.57210881,3.873095,1.5187836,9.4642067,9.3301659,2.2530358,4.8223686,.015064355,.00095186854,-4.1954241,-6.9570837
kentucky,21,KY,1992,0,0,0,0,1.252,27.881001,7.2194724,.61397398,17407,35.207607,12.4,15.4,KY,815,724,91,21393,16669,38062,19.021597,2.390836,1,0,1,0,0,2963220,61757,10008,,0,6.891666666666667,1858082,10325,1114813,2983220,35133,185.65967,30.086987,1.9767818,-.48780274,9.7646275,3.5612621,2.7343676,.22474225,3.3279455,1.930313,9.9708195,9.7213058,3.4040928,5.2239151,.019021597,.0023908359,-3.9621804,-6.0361123
louisiana,22,LA,1992,1,0,0,0,3.3110001,55.618999,31.351503,2.2173989,17066,33.403027,20,20,LA,886,717,169,17057,16798,33855,21.178556,4.9918771,1,0,1,0,0,3093511,46310,12319,,0,7.833333333333333,1926953,19681,1146877,3093511,35193,156.42122,41.609867,3.4452622,.79633486,9.7448435,3.5086465,2.9957323,1.1972502,4.0185246,2.0583882,9.7443161,9.7290154,3.7283373,5.0525527,.021178557,.0049918769,-3.8547661,-5.2999434
maine,23,ME,1992,0,0,0,0,.48800001,33.926998,.42664236,.54081202,18833,35.985031,20,19,ME,214,193,21,8964,3187,12151,15.883467,1.7282528,1,0,1,1,0,978134,20002,2479,,0,7.333333333333333,610903,2837,364394,978134,30484,246.43123,30.542095,-.8518092,-.61468351,9.8433657,3.5831029,2.9444389,-.71743989,3.5242112,1.9924302,9.1009722,8.0668354,3.419106,5.5070829,.015883466,.0017282527,-4.1424766,-6.3606443
maryland,24,MD,1992,1,0,0,0,4.875,52.244999,25.803127,2.8938117,24503,34.49855,19.25,23.5,MD,659,547,112,12802,29094,41896,13.056139,2.6732862,0,0,1,0,0,3688899,15598,13574,,0,6.533333333333332,2701801,10990,976108,3688899,52162,199.04236,173.21458,3.2504957,1.0625745,10.106551,3.5409174,3.1570003,1.5841202,3.9559441,1.8769172,9.4573565,10.278287,5.154531,5.2935176,.013056139,.0026732862,-4.3384967,-5.9244466
massachusetts,25,MA,1992,0,0,0,0,2.2410002,42.237999,5.7602382,5.1522145,24628,35.968773,21,21,MA,485,378,107,8791,38557,47348,7.9834418,2.2598631,0,0,1,0,0,3663400,13306,21017,,0,8.774999999999999,2838604,10625,814171,3663400,62991,135.06229,213.33263,1.7509788,1.6394266,10.111639,3.5826511,3.0445225,.80692226,3.7433202,2.1719067,9.0814838,10.559893,5.3628526,4.905736,.0079834415,.0022598631,-4.8303857,-6.0924511
michigan,26,MI,1992,1,0,0,0,3.1139998,48.404999,14.190968,2.301208,20280,34.611374,15,15,MI,1300,1084,216,31234,52985,84219,12.871204,2.5647418,1,0,1,0,0,7310552,89508,28012,,0,9.066666666666666,4968319,23325,2318908,7310552,153886,177.36395,55.506981,2.6526058,.83343422,9.9173908,3.5441823,2.7080503,1.135908,3.8796031,2.2046046,10.349262,10.877764,4.0165086,5.1782041,.012871204,.0025647418,-4.3527627,-5.9658976
minnesota,27,MN,1992,1,0,0,0,1.5389999,42.527,2.4713206,1.4028471,21581,34.584579,20,20,MN,581,524,57,19970,21192,41162,12.730188,1.3847724,1,0,1,0,0,3483830,115099,14523,,0,5.033333333333334,2233602,15384,1234844,3483830,105916,153.79756,19.40592,.90475267,.33850378,9.9795685,3.5434079,2.9957323,.43113279,3.7501392,1.6160824,9.9019861,9.9613791,2.9655781,5.0356374,.012730189,.0013847725,-4.3637791,-6.5822196
mississippi,28,MS,1992,1,0,0,0,1.8130001,38.707001,36.074314,.6185078,14888,33.993233,18.2,18.2,MS,766,700,66,17521,8718,26239,26.677845,2.5153399,1,0,1,0,0,1953973,64907,7888,,0,7.974999999999999,1199865,8911,745197,1953973,27147,152.1127,18.48591,3.5855811,-.48044547,9.6083107,3.5261614,2.9014215,.59498298,3.6560204,2.0763116,9.7711554,9.0731449,2.9170089,5.0246215,.026677845,.0025153398,-3.6239219,-5.9853473
missouri,29,MO,1992,1,0,0,0,2.7389998,43.567001,10.939945,1.266623,19578,35.743801,13,13.03,MO,985,891,94,24968,28286,53254,16.731138,1.7651256,1,0,1,0,0,4004062,106026,15398,,0,6.175000000000001,2532416,11713,1459933,4004062,60045,164.46396,23.884859,2.3924208,.23635432,9.8821621,3.5763769,2.5672543,1.0075928,3.7743001,1.8205088,10.12535,10.250122,3.1732447,5.1026917,.016731137,.0017651257,-4.0904837,-6.3395333
montana,30,MT,1992,1,0,0,0,.55299997,44.262001,.28107101,1.5035664,16971,35.244068,21.4,21.4,MT,192,173,19,6502,2023,8525,20.293255,2.228739,1,0,1,0,0,906789,68009,2348,,0,6.708333333333332,442453,2799,461537,906789,22630,188.43825,6.5058007,-1.269148,.40783986,9.7392616,3.5622973,3.063391,-.59239733,3.7901266,1.9033506,8.7798653,7.6123366,1.8726943,5.2387705,.020293254,.002228739,-3.8974667,-6.1063194
nebraska,31,NE,1992,0,0,0,0,.92300004,39.755001,3.7445235,2.6872463,19984,35.365612,24.8,24.6,NE,269,248,21,8960,5661,14621,16.961905,1.4362903,1,0,1,0,0,1355050,87656,5030,,0,2.866666666666666,783126,5261,566663,1355050,19421,155.69106,8.934083,1.3202944,.98851699,9.9026871,3.5657399,3.2027464,-.080126002,3.6827357,1.0531499,9.1005259,8.6413555,2.1898735,5.0478735,.016961904,.0014362902,-4.0767856,-6.545692
nevada,32,NV,1992,1,0,0,0,4.0500002,55.069,6.9232121,11.62053,22554,34.632313,27,24,NV,254,216,38,4479,6418,10897,19.82197,3.4871984,1,0,1,0,0,920936,41144,4513,,0,6.8,546022,1784,373130,920936,19779,120.9887,13.270999,1.9348798,2.4527733,10.023667,3.5447872,3.1780539,1.3987169,4.0085869,1.9169226,8.407155,8.7668619,2.5855811,4.7956972,.01982197,.0034871984,-3.9209645,-5.6586566
new hampshire,33,NH,1992,0,0,0,0,.72800004,29.548,.62489712,1.0599543,22337,34.686405,18.6,18.6,NH,122,110,12,6355,3712,10067,10.92679,1.1920135,1,0,1,0,0,893647,12473,2440,,0,7.3,598119,1698,293830,893647,34276,245.13074,47.953098,-.47016823,.058225781,10.014,3.5463479,2.9231615,-.31745416,3.3860161,1.9878744,8.7569971,8.219326,3.8702235,5.5017915,.010926791,.0011920135,-4.5165377,-6.7321115
new jersey,34,NJ,1992,1,0,0,0,3.21,44.384998,14.213601,10.394596,26713,36.070438,13.5,10.5,NJ,763,583,180,11850,47560,59410,9.8131628,3.029793,0,0,1,0,0,5591354,11783,22503,,0,8.508333333333335,4355826,18185,1217343,5591354,100274,193.56645,369.67038,2.6541994,2.3412862,10.192905,3.5854735,2.3513753,1.166271,3.7929015,2.141046,9.3800831,10.769748,5.912612,5.2656207,.0098131625,.003029793,-4.6240306,-5.7992611
new mexico,35,NM,1992,0,1,0,1,2.108,54.992001,2.2232711,39.100513,16800,33.157978,17,17,NM,460,368,92,11648,6804,18452,19.943638,4.9859095,1,0,1,0,0,1351695,55367,5828,,0,7.316666666666666,730983,3444,617268,1351695,31167,125.42605,13.202503,.79897958,3.6661355,9.7291346,3.5012834,2.8332133,.74573964,4.0071878,1.9901549,9.3628902,8.8252659,2.5804064,4.8317165,.019943638,.0049859094,-3.914845,-5.3011394
new york,36,NY,1992,0,1,0,1,6.3850002,47.362999,17.313286,12.842296,25061,35.564766,24.84,22.89,NY,1815,1290,525,30342,79539,109881,11.739973,4.7778959,0,0,1,0,0,9779554,72623,39063,,0,8.683333333333334,7630157,39667,2109730,9779554,193715,195.32951,105.06529,2.8514743,2.5527442,10.129068,3.5713553,3.1307001,1.8539516,3.8578413,2.1614056,10.320288,11.284002,4.654582,5.2746878,.011739973,.0047778958,-4.4447556,-5.3437552
north carolina,37,NC,1992,0,1,0,1,2.3329999,51.212002,22.269962,1.4244448,19236,35.163116,21.9,21.9,NC,1265,1072,193,33766,33772,67538,15.872546,2.8576505,1,0,1,0,0,5306911,74131,21451,,0,6.25,3392464,33592,1880855,5306911,58635,158.14946,45.763096,3.1032388,.35378212,9.8645391,3.5599978,3.0864866,.84715497,3.9359739,1.8325815,10.42721,10.427387,3.823478,5.0635405,.015872546,.0028576506,-4.1431642,-5.8577557
north dakota,38,ND,1992,0,0,0,0,.33099997,28.200001,.5446372,.72028112,17849,35.428246,17,17,ND,88,81,7,4497,1575,6072,13.339921,1.1528326,1,0,1,0,0,655335,84823,1825,,0,4.566666666666667,338633,2272,314430,655335,18464,185.55232,3.9922309,-.60763538,-.3281137,9.7897024,3.5675094,2.8332133,-1.105637,3.3393221,1.5187836,8.4111662,7.3620105,1.3843502,5.2233367,.013339921,.0011528326,-4.3169942,-6.765533
ohio,39,OH,1992,1,0,0,0,2.5770001,41.396,11.011402,1.3644403,20056,35.387733,21,21,OH,1439,1269,170,37429,57792,95221,13.326892,1.7853205,1,0,1,0,0,9029829,82255,31568,,0,7.391666666666666,6470123,31254,2528452,9029829,230291,204.95828,78.659325,2.3989313,.31074432,9.9062834,3.5663652,3.0445225,.94662601,3.7231843,2.0003533,10.530201,10.964605,4.3651261,5.3228064,.013326892,.0017853205,-4.3179712,-6.3281574
oklahoma,40,OK,1992,1,0,0,0,1.911,48.088001,7.6859088,3.0019405,17399,35.262379,14,17,OK,613,544,69,17367,17752,35119,15.490191,1.9647484,1,0,1,0,0,2736955,100151,12281,,0,5.866666666666666,1538531,13729,1184695,2736955,56937,125.27734,15.362113,2.0393887,1.0992589,9.7641678,3.5628166,2.8332133,.6476267,3.8730328,1.7692866,9.7623272,9.7842531,2.7319043,4.8305302,.01549019,.0019647484,-4.1675482,-6.2323909
oregon,41,OR,1992,0,1,0,1,2.092,53.106998,1.721899,4.5444899,19546,35.753307,22,22,OR,471,404,67,15536,12390,27926,14.466805,2.3991978,1,0,1,1,0,2583405,85743,9494,,0,7.274999999999999,1457748,11295,1114362,2583405,62069,153.54413,17.001364,.54342777,1.5139155,9.8805256,3.5766428,3.0910425,.73812056,3.9723086,1.9844438,9.6509151,9.4246454,2.8332937,5.033988,.014466805,.0023991978,-4.2358985,-6.0326209
pennsylvania,42,PA,1992,1,0,0,0,2.1460001,29.657,9.5949602,2.1520483,21250,37.01593,22.35,22.35,PA,1545,1303,242,37349,51851,89200,14.607623,2.7130046,0,0,1,0,0,8179231,85965,30823,,0,7.45,5743613,31708,2403910,8179231,167010,186.3418,66.813393,2.2612381,.76642013,9.9641123,3.6113484,3.1068263,.76360571,3.3896983,2.008214,10.528062,10.85613,4.2019033,5.2275825,.014607623,.0027130046,-4.2262115,-5.9096985
rhode island,44,RI,1992,1,0,0,0,1.29,41.834999,4.646246,5.2571597,21329,36.447262,26,26,RI,79,67,12,1129,6430,7559,8.8636065,1.5875115,0,0,1,0,0,622025,1523,4597,,0,8.983333333333334,492467,1605,127953,622025,21137,107.12791,323.35324,1.5360596,1.659591,9.967823,3.5958664,3.2580965,.25464219,3.7337332,2.1953709,7.0290875,8.7687302,5.7787452,4.6740236,.0088636065,.0015875115,-4.7258015,-6.4455876
south carolina,45,SC,1992,1,0,0,0,2.385,49.486,30.096363,1.0116936,17316,34.247787,16,16,SC,807,687,120,21113,13936,35049,19.60113,3.4237781,1,0,1,0,0,2600929,53612,10517,,0,6.750000000000001,1740272,14360,846297,2600929,32595,165.47229,32.460495,3.4044044,.011625755,9.7593861,3.533622,2.7725887,.8691991,3.9016898,1.9095426,9.9576445,9.5422306,3.4800239,5.1088037,.019601129,.0034237781,-3.932168,-5.6770105
south dakota,46,SD,1992,0,0,0,0,.69300002,28.044001,.48919684,.69430315,18156,35.004471,18,18,SD,161,153,8,5678,1540,7218,21.197008,1.1083403,1,0,1,0,0,719690,81441,1858,,0,3.475,397412,2532,319746,719690,23408,213.89236,4.8797536,-.71499032,-.36484659,9.806756,3.5554757,2.8903718,-.36672527,3.3337748,1.2455945,8.6443539,7.3395376,1.5850947,5.3654728,.021197008,.0011083402,-3.8538952,-6.8048916
tennessee,47,TN,1992,1,0,0,0,2.7589998,43.896,16.199203,.76782137,18625,35.429661,17,20,TN,1153,1045,108,22601,27393,49994,20.902508,2.1602592,1,0,1,0,0,4645083,68830,16314,,0,6.449999999999999,2997756,15001,1632326,4645083,75059,183.75359,43.553043,2.7849622,-.26419815,9.8322601,3.5675492,2.9957323,1.0148683,3.7818232,1.8640801,10.025749,10.218042,3.7739797,5.2135959,.020902507,.0021602593,-3.8678861,-6.137527
texas,48,TX,1992,0,1,0,1,3.1860001,62.515999,12.050465,26.878759,18956,32.70319,20,20,TX,3059,2498,561,57168,106161,163329,15.294283,3.4347849,1,0,1,0,0,12767438,217174,76143,,0,7.683333333333334,7656478,63742,5047218,12767438,164147,100.55393,35.255039,2.4891033,3.2913363,9.8498755,3.4874725,2.9957323,1.1587663,4.1354227,2.0390534,10.95375,11.572712,3.5626085,4.6106944,.015294283,.0034347849,-4.1802764,-5.6738009
utah,49,UT,1992,1,0,0,0,1.043,53.68,.75348473,5.3832779,16401,29.849012,19,19,UT,269,221,48,5942,10365,16307,13.552463,2.9435213,1,0,1,1,0,1252268,37186,6084,,0,4.875,741713,1179,509376,1252268,24174,121.91206,19.946028,-.28304654,1.6832975,9.7050972,3.3961518,2.9444389,.04210116,3.9830406,1.5841202,8.6898012,9.2461901,2.9930301,4.8032999,.013552463,.0029435214,-4.301187,-5.8281488
vermont,50,VT,1992,0,0,0,0,.35900003,33.005001,.38760298,.62627566,19627,34.846115,17,16,VT,96,85,11,4315,1704,6019,14.121947,1.8275461,1,0,1,1,0,464810,12831,1314,,0,6.25,291837,1796,171177,464810,16588,222.09818,22.74468,-.94777369,-.46796465,9.8846617,3.5509417,2.7725887,-1.0244328,3.496659,1.8325815,8.369853,7.4407339,3.1243312,5.4031196,.014121947,.0018275462,-4.260025,-6.304781
virginia,51,VA,1992,1,0,0,0,1.781,39.236,19.309195,2.8127122,22398,34.412895,16,17.5,VA,839,733,106,29770,33677,63447,11.55295,1.6706858,1,0,1,0,0,5238706,52848,15581,,0,6.158333333333334,3562466,16315,1659925,5238706,59209,228.64168,67.409668,2.9605813,1.0341492,10.016726,3.5384314,2.862201,.57717502,3.6695948,1.8178061,10.301256,10.42457,4.2107882,5.4321561,.01155295,.0016706857,-4.4608145,-6.3945212
washington,53,WA,1992,1,0,0,0,2.168,56.382999,3.2826192,4.9096866,22237,34.409531,23,23,WA,651,558,93,16692,32694,49386,11.298749,1.8831248,1,0,1,0,0,4465843,62388,17025,,0,7.191666666666666,2748724,6569,1710550,4465843,111587,161.45222,44.058537,1.1886417,1.5912101,10.009513,3.5383337,3.1354942,.77380508,4.0321679,1.9729229,9.7226849,10.394947,3.7855191,5.0842094,.011298749,.0018831248,-4.4830632,-6.2748227
west virginia,54,WV,1992,0,0,0,0,.71499997,23.982,3.1025474,.44379836,16277,37.18116,20.35,20.35,WV,420,386,34,11832,4646,16478,23.425173,2.0633571,1,0,1,0,0,1272907,31829,3090,,0,11.23333333333333,755638,3628,513641,1272907,18251,244.54305,23.740551,1.1322235,-.81238496,9.6975088,3.6158023,3.0130808,-.33547276,3.1773036,2.4188855,9.3785629,8.4437618,3.1671846,5.4993916,.023425173,.002063357,-3.7539442,-6.1834211
wisconsin,55,WI,1992,1,0,0,0,1.505,40.432999,5.271543,2.1130865,20179,35.169022,22.2,22.2,WI,652,587,65,25017,22611,47628,12.324683,1.3647435,1,0,1,0,0,3734711,95530,14841,,0,5.091666666666666,2475891,12161,1246659,3734711,175683,166.82777,25.917419,1.6623231,.74814963,9.9123974,3.5601656,3.1000922,.40879288,3.6996462,1.6276052,10.127311,10.026192,3.2549152,5.116962,.012324683,.0013647435,-4.3961511,-6.5967889
wyoming,56,WY,1992,1,0,0,0,.56599998,42.556,.82895261,5.6692643,19583,33.505409,9,9,WY,118,111,7,4604,1613,6217,17.854271,1.125945,1,0,1,0,0,482815,36533,2489,,0,5.416666666666667,218501,2362,261952,482815,15537,87.786659,5.9809213,-.18759228,1.7350594,9.8824167,3.5117068,2.1972246,-.56916124,3.7508209,1.6894807,8.4346809,7.3858509,1.7885746,4.4749098,.017854271,.001125945,-4.0255127,-6.7891326
alabama,1,AL,1993,1,0,0,0,2.062,40.984001,25.662724,.70089191,18129,35.357162,19,18,AL,1044,956,88,23619,23584,47203,20.252951,1.8642883,1,0,1,0,0,3390365,72828,19381,,0,7.241666666666666,2116603,8351,1265411,3390365,40489,109.21021,29.06304,3.2450395,-.35540161,9.8052683,3.565501,2.8903718,.72367638,3.7131817,1.9798514,10.069807,10.068324,3.3694673,4.6932745,.02025295,.0018642884,-3.8994548,-6.2848759
alaska,2,AK,1993,1,0,0,0,2.152,48.071999,4.4336972,3.1896863,25036,29.794853,8,8,AK,118,94,24,2016,1902,3918,23.991833,6.1255741,0,0,1,0,0,489004,12107,1742,,0,7.800000000000001,221507,1916,265581,489004,11564,127.15672,18.29578,1.4892339,1.1599226,10.12807,3.3943357,2.0794415,.7663976,3.8727,2.0541236,7.6088705,7.5506611,2.9066703,4.8454204,.023991833,.006125574,-3.7300417,-5.095283
arizona,4,AZ,1993,1,0,0,0,2.0929999,67.167,3.2776773,20.732615,18950,34.756409,18,18,AZ,801,636,165,12949,24704,37653,16.891085,4.3821211,1,0,1,0,0,2891589,39423,16340,,0,6.366666666666664,1781193,4400,1105996,2891589,73007,109.00814,45.181568,1.187135,3.031708,9.8495588,3.5483639,2.8903718,.73859841,4.2071819,1.851076,9.4687738,10.11472,3.8106892,4.6914225,.016891085,.0043821209,-4.0809693,-5.4302225
arkansas,5,AR,1993,1,0,0,0,1.775,42.174999,16.031979,1.0911113,16956,36.097286,18.7,18.7,AR,583,533,50,15636,8359,23995,22.212961,2.0837674,1,0,1,0,0,1527625,69597,7595,,0,6.133333333333334,853452,5612,668561,1527625,13809,112.37025,12.26277,2.7745855,.087196723,9.7383766,3.5862176,2.9285235,.57380038,3.7418277,1.8137383,9.6573315,9.0310946,2.5065677,4.7217994,.022212962,.0020837674,-3.8070793,-6.1735778
california,6,CA,1993,1,0,1,1,4.559,53.791,7.6950102,27.982866,23013,33.128181,17,17,CA,4164,3175,989,51762,214646,266408,11.91781,3.7123511,1,0,1,1,0,22823712,88140,81061,,1,9.533333333333333,14691068,41423,8091221,22823712,586810,181.23473,166.67879,2.0405722,3.3315923,10.043815,3.5003843,2.8332133,1.5171033,3.9851062,2.2547944,10.854411,12.276746,5.1160684,5.1997929,.011917811,.003712351,-4.4297214,-5.5960898
